match_id,tour,title,surface,round,winner,prediction_roi,player1_name,player1_country,player1_height,player1_weight,player1_age,player1_current_rank,player1_highest_rank,player1_year_total_win,player1_year_total_lose,player1_year_surface_win,player1_year_surface_lose,player1_career_total_win,player1_career_total_lose,player1_career_surface_win,player1_career_surface_lose,player1_roi,player1_odds,player1_H2H,player1_elo,player2_name,player2_country,player2_height,player2_weight,player2_age,player2_current_rank,player2_highest_rank,player2_year_total_win,player2_year_total_lose,player2_year_surface_win,player2_year_surface_lose,player2_career_total_win,player2_career_total_lose,player2_career_surface_win,player2_career_surface_lose,player2_roi,player2_odds,player2_H2H,player2_elo
1966368,atp,San Jose WTA,hard,1. round,2,,Coco Vandeweghe,USA,185,70,29,148,9,9,9,0,3,322,260,205,177,-2.54,2.10,7,1690,Alison Riske,USA,175,66,31,36,18,2,7,0,2,381,307,194,170,-3.28,1.79,4,1789
1966422,atp,Atlanta,hard,final,1,,John Isner,USA,208,108,36,35,8,16,7,11,4,530,329,322,167,9.1,1.79,1,1818,Brandon Nakashima,USA,185,77,19,115,115,29,17,12,5,110,59,69,33,-0.57,2.15,1,1722
1966341,atp,Cluj Napoca WTA,clay,1. round,1,,Mihaela Buzarnescu,Romania,175,59,33,168,20,16,13,9,4,472,270,257,128,-0.6,1.62,3,1608,Viktoriya Tomova,Bulgaria,170,58,26,117,104,17,23,10,11,400,264,229,147,-12.42,2.40,0,1510
1965938,atp,San Jose WTA,hard,1. round,2,,Yulia Putintseva,Kazakhstan,163,59,26,35,27,18,15,6,6,332,253,147,131,-1.06,2.22,1,1815,Donna Vekic,Croatia,179,64,25,47,19,9,8,5,4,296,220,174,111,4.03,1.71,4,1771
1965909,atp,Washington,hard,1. round,2,,Elahi Galan Daniel,Colombia,191,72,25,113,103,23,20,4,4,276,215,77,66,-0.3,3.20,0,-,Tommy Paul,USA,185,82,24,56,50,14,14,3,6,285,172,140,92,-4.3,1.39,3,1765
1965904,atp,Washington,hard,1. round,2,,Sam Querrey,USA,198,95,33,70,11,9,13,2,6,492,377,277,210,-4.12,2.85,4,1732,Kei Nishikori,Japan,178,73,31,69,4,18,14,7,6,567,258,280,130,4.02,1.46,6,1831
1965953,atp,Atlanta,hard,semifinal,1,,John Isner,USA,208,108,36,35,8,16,7,11,4,530,329,322,167,9.1,2.02,4,1818,Harry Fritz Taylor,USA,193,86,23,42,24,20,13,14,7,255,175,161,92,2.19,1.88,2,-
1965905,atp,Washington,hard,1. round,1,,Egor Gerasimov,Belarus,196,86,28,79,65,12,19,4,5,383,262,152,92,-6.91,3.60,3,1687,Ilya Ivashka,Belarus,193,84,27,66,63,26,14,3,3,316,199,166,95,3.45,1.32,3,1782
1966012,wta,Cluj Napoca WTA,clay, - 1. round,1,,Paula Ormaechea,Argentina,170,57,28,213,59,25,13,25,13,389,243,312,160,2.27,1.93,1,1560,Valentini Grammatikopoulou,Greece,164,58,24,267,158,24,20,14,11,340,221,152,103,-3.31,1.88,0,1431
